trial,question_index,question_text,answer_index,answer_text,pp
7,1,1. I am in control of what my avatar says,1,,P17
7,2,2. My avatar is just an instrument in the hands of somebody or something else,6,,P17
7,3,3. My avatar's speech just happen without my intention,5,,P17
7,4,4. I am the author of my avatar's speech,2,,P17
7,5,5. Things my avatar says are subject only to my free will,2,,P17
7,6,6. Nothing my avatar says is actually voluntary,4,,P17
7,7,7. My avatar's behavior is planned by me from the very beginning to the very end,3,,P17
7,8,8. I am completely responsible for everything that results from my avatar's speech,1,,P17
7,9,9. I would use this response as my own.,1,,P17
8,1,1. I am in control of what my avatar says,6,,P17
8,2,2. My avatar is just an instrument in the hands of somebody or something else,3,,P17
8,3,3. My avatar's speech just happen without my intention,4,,P17
8,4,4. I am the author of my avatar's speech,7,,P17
8,5,5. Things my avatar says are subject only to my free will,4,,P17
8,6,6. Nothing my avatar says is actually voluntary,4,,P17
8,7,7. My avatar's behavior is planned by me from the very beginning to the very end,4,,P17
8,8,8. I am completely responsible for everything that results from my avatar's speech,5,,P17
8,9,9. I would use this response as my own.,9,,P17
9,1,1. I am in control of what my avatar says,6,,P17
9,2,2. My avatar is just an instrument in the hands of somebody or something else,3,,P17
9,3,3. My avatar's speech just happen without my intention,2,,P17
9,4,4. I am the author of my avatar's speech,5,,P17
9,5,5. Things my avatar says are subject only to my free will,4,,P17
9,6,6. Nothing my avatar says is actually voluntary,3,,P17
9,7,7. My avatar's behavior is planned by me from the very beginning to the very end,5,,P17
9,8,8. I am completely responsible for everything that results from my avatar's speech,4,,P17
9,9,9. I would use this response as my own.,9,,P17
10,1,1. I am in control of what my avatar says,1,,P17
10,2,2. My avatar is just an instrument in the hands of somebody or something else,6,,P17
10,3,3. My avatar's speech just happen without my intention,3,,P17
10,4,4. I am the author of my avatar's speech,1,,P17
10,5,5. Things my avatar says are subject only to my free will,2,,P17
10,6,6. Nothing my avatar says is actually voluntary,5,,P17
10,7,7. My avatar's behavior is planned by me from the very beginning to the very end,2,,P17
10,8,8. I am completely responsible for everything that results from my avatar's speech,1,,P17
10,9,9. I would use this response as my own.,1,,P17
11,1,1. I am in control of what my avatar says,7,,P17
11,2,2. My avatar is just an instrument in the hands of somebody or something else,2,,P17
11,3,3. My avatar's speech just happen without my intention,1,,P17
11,4,4. I am the author of my avatar's speech,6,,P17
11,5,5. Things my avatar says are subject only to my free will,3,,P17
11,6,6. Nothing my avatar says is actually voluntary,2,,P17
11,7,7. My avatar's behavior is planned by me from the very beginning to the very end,5,,P17
11,8,8. I am completely responsible for everything that results from my avatar's speech,4,,P17
11,9,9. I would use this response as my own.,9,,P17
12,1,1. I am in control of what my avatar says,5,,P17
12,2,2. My avatar is just an instrument in the hands of somebody or something else,5,,P17
12,3,3. My avatar's speech just happen without my intention,4,,P17
12,4,4. I am the author of my avatar's speech,4,,P17
12,5,5. Things my avatar says are subject only to my free will,2,,P17
12,6,6. Nothing my avatar says is actually voluntary,4,,P17
12,7,7. My avatar's behavior is planned by me from the very beginning to the very end,5,,P17
12,8,8. I am completely responsible for everything that results from my avatar's speech,3,,P17
12,9,9. I would use this response as my own.,6,,P17
1,1,1. I am in control of what my avatar says,5,,P10
1,2,2. My avatar is just an instrument in the hands of somebody or something else,5,,P10
1,3,3. My avatar's speech just happen without my intention,5,,P10
1,4,4. I am the author of my avatar's speech,6,,P10
1,5,5. Things my avatar says are subject only to my free will,4,,P10
1,6,6. Nothing my avatar says is actually voluntary,5,,P10
1,7,7. My avatar's behavior is planned by me from the very beginning to the very end,2,,P10
1,8,8. I am completely responsible for everything that results from my avatar's speech,4,,P10
1,9,9. I would use this response as my own.,8,,P10
2,1,1. I am in control of what my avatar says,2,,P10
2,2,2. My avatar is just an instrument in the hands of somebody or something else,3,,P10
2,3,3. My avatar's speech just happen without my intention,5,,P10
2,4,4. I am the author of my avatar's speech,2,,P10
2,5,5. Things my avatar says are subject only to my free will,2,,P10
2,6,6. Nothing my avatar says is actually voluntary,6,,P10
2,7,7. My avatar's behavior is planned by me from the very beginning to the very end,2,,P10
2,8,8. I am completely responsible for everything that results from my avatar's speech,2,,P10
2,9,9. I would use this response as my own.,2,,P10
3,1,1. I am in control of what my avatar says,3,,P10
3,2,2. My avatar is just an instrument in the hands of somebody or something else,3,,P10
3,3,3. My avatar's speech just happen without my intention,4,,P10
3,4,4. I am the author of my avatar's speech,3,,P10
3,5,5. Things my avatar says are subject only to my free will,3,,P10
3,6,6. Nothing my avatar says is actually voluntary,4,,P10
3,7,7. My avatar's behavior is planned by me from the very beginning to the very end,2,,P10
3,8,8. I am completely responsible for everything that results from my avatar's speech,3,,P10
3,9,9. I would use this response as my own.,9,,P10
4,1,1. I am in control of what my avatar says,4,,P10
4,2,2. My avatar is just an instrument in the hands of somebody or something else,4,,P10
4,3,3. My avatar's speech just happen without my intention,5,,P10
4,4,4. I am the author of my avatar's speech,4,,P10
4,5,5. Things my avatar says are subject only to my free will,3,,P10
4,6,6. Nothing my avatar says is actually voluntary,3,,P10
4,7,7. My avatar's behavior is planned by me from the very beginning to the very end,2,,P10
4,8,8. I am completely responsible for everything that results from my avatar's speech,4,,P10
4,9,9. I would use this response as my own.,6,,P10
5,1,1. I am in control of what my avatar says,2,,P10
5,2,2. My avatar is just an instrument in the hands of somebody or something else,2,,P10
5,3,3. My avatar's speech just happen without my intention,6,,P10
5,4,4. I am the author of my avatar's speech,1,,P10
5,5,5. Things my avatar says are subject only to my free will,1,,P10
5,6,6. Nothing my avatar says is actually voluntary,6,,P10
5,7,7. My avatar's behavior is planned by me from the very beginning to the very end,1,,P10
5,8,8. I am completely responsible for everything that results from my avatar's speech,1,,P10
5,9,9. I would use this response as my own.,2,,P10
6,1,1. I am in control of what my avatar says,4,,P10
6,2,2. My avatar is just an instrument in the hands of somebody or something else,4,,P10
6,3,3. My avatar's speech just happen without my intention,6,,P10
6,4,4. I am the author of my avatar's speech,5,,P10
6,5,5. Things my avatar says are subject only to my free will,4,,P10
6,6,6. Nothing my avatar says is actually voluntary,5,,P10
6,7,7. My avatar's behavior is planned by me from the very beginning to the very end,1,,P10
6,8,8. I am completely responsible for everything that results from my avatar's speech,2,,P10
6,9,9. I would use this response as my own.,10,,P10
7,1,1. I am in control of what my avatar says,3,,P10
7,2,2. My avatar is just an instrument in the hands of somebody or something else,3,,P10
7,3,3. My avatar's speech just happen without my intention,6,,P10
7,4,4. I am the author of my avatar's speech,4,,P10
7,5,5. Things my avatar says are subject only to my free will,1,,P10
7,6,6. Nothing my avatar says is actually voluntary,7,,P10
7,7,7. My avatar's behavior is planned by me from the very beginning to the very end,1,,P10
7,8,8. I am completely responsible for everything that results from my avatar's speech,1,,P10
7,9,9. I would use this response as my own.,4,,P10
8,1,1. I am in control of what my avatar says,1,,P10
8,2,2. My avatar is just an instrument in the hands of somebody or something else,1,,P10
8,3,3. My avatar's speech just happen without my intention,7,,P10
8,4,4. I am the author of my avatar's speech,1,,P10
8,5,5. Things my avatar says are subject only to my free will,1,,P10
8,6,6. Nothing my avatar says is actually voluntary,5,,P10
8,7,7. My avatar's behavior is planned by me from the very beginning to the very end,1,,P10
8,8,8. I am completely responsible for everything that results from my avatar's speech,1,,P10
8,9,9. I would use this response as my own.,2,,P10
9,1,1. I am in control of what my avatar says,3,,P10
9,2,2. My avatar is just an instrument in the hands of somebody or something else,3,,P10
9,3,3. My avatar's speech just happen without my intention,5,,P10
9,4,4. I am the author of my avatar's speech,3,,P10
9,5,5. Things my avatar says are subject only to my free will,3,,P10
9,6,6. Nothing my avatar says is actually voluntary,5,,P10
9,7,7. My avatar's behavior is planned by me from the very beginning to the very end,1,,P10
9,8,8. I am completely responsible for everything that results from my avatar's speech,1,,P10
9,9,9. I would use this response as my own.,5,,P10
10,1,1. I am in control of what my avatar says,3,,P10
10,2,2. My avatar is just an instrument in the hands of somebody or something else,2,,P10
10,3,3. My avatar's speech just happen without my intention,5,,P10
10,4,4. I am the author of my avatar's speech,4,,P10
10,5,5. Things my avatar says are subject only to my free will,1,,P10
10,6,6. Nothing my avatar says is actually voluntary,4,,P10
10,7,7. My avatar's behavior is planned by me from the very beginning to the very end,1,,P10
10,8,8. I am completely responsible for everything that results from my avatar's speech,1,,P10
10,9,9. I would use this response as my own.,7,,P10
11,1,1. I am in control of what my avatar says,1,,P10
11,2,2. My avatar is just an instrument in the hands of somebody or something else,2,,P10
11,3,3. My avatar's speech just happen without my intention,7,,P10
11,4,4. I am the author of my avatar's speech,1,,P10
11,5,5. Things my avatar says are subject only to my free will,1,,P10
11,6,6. Nothing my avatar says is actually voluntary,7,,P10
11,7,7. My avatar's behavior is planned by me from the very beginning to the very end,1,,P10
11,8,8. I am completely responsible for everything that results from my avatar's speech,1,,P10
11,9,9. I would use this response as my own.,1,,P10
12,1,1. I am in control of what my avatar says,1,,P10
12,2,2. My avatar is just an instrument in the hands of somebody or something else,2,,P10
12,3,3. My avatar's speech just happen without my intention,7,,P10
12,4,4. I am the author of my avatar's speech,2,,P10
12,5,5. Things my avatar says are subject only to my free will,1,,P10
12,6,6. Nothing my avatar says is actually voluntary,7,,P10
