trial,question_index,question_text,answer_index,answer_text,pp,condition,voice_id,scene_id
5,9,9. I would use this response as my own.,10,,P28,enhance,clone,3
6,1,1. I am in control of what my avatar says,7,,P28,repeat,clone,5
6,2,2. My avatar is just an instrument in the hands of somebody or something else,2,,P28,repeat,clone,5
6,3,3. My avatar's speech just happen without my intention,2,,P28,repeat,clone,5
6,4,4. I am the author of my avatar's speech,7,,P28,repeat,clone,5
6,5,5. Things my avatar says are subject only to my free will,6,,P28,repeat,clone,5
6,6,6. Nothing my avatar says is actually voluntary,6,,P28,repeat,clone,5
6,7,7. My avatar's behavior is planned by me from the very beginning to the very end,7,,P28,repeat,clone,5
6,8,8. I am completely responsible for everything that results from my avatar's speech,5,,P28,repeat,clone,5
6,9,9. I would use this response as my own.,10,,P28,repeat,clone,5
7,1,1. I am in control of what my avatar says,7,,P28,repeat,robotic,8
7,2,2. My avatar is just an instrument in the hands of somebody or something else,2,,P28,repeat,robotic,8
7,3,3. My avatar's speech just happen without my intention,1,,P28,repeat,robotic,8
7,4,4. I am the author of my avatar's speech,7,,P28,repeat,robotic,8
7,5,5. Things my avatar says are subject only to my free will,6,,P28,repeat,robotic,8
7,6,6. Nothing my avatar says is actually voluntary,6,,P28,repeat,robotic,8
7,7,7. My avatar's behavior is planned by me from the very beginning to the very end,7,,P28,repeat,robotic,8
7,8,8. I am completely responsible for everything that results from my avatar's speech,5,,P28,repeat,robotic,8
7,9,9. I would use this response as my own.,10,,P28,repeat,robotic,8
8,1,1. I am in control of what my avatar says,5,,P28,enhance,robotic,10
8,2,2. My avatar is just an instrument in the hands of somebody or something else,5,,P28,enhance,robotic,10
8,3,3. My avatar's speech just happen without my intention,5,,P28,enhance,robotic,10
8,4,4. I am the author of my avatar's speech,4,,P28,enhance,robotic,10
8,5,5. Things my avatar says are subject only to my free will,3,,P28,enhance,robotic,10
8,6,6. Nothing my avatar says is actually voluntary,5,,P28,enhance,robotic,10
8,7,7. My avatar's behavior is planned by me from the very beginning to the very end,5,,P28,enhance,robotic,10
8,8,8. I am completely responsible for everything that results from my avatar's speech,2,,P28,enhance,robotic,10
8,9,9. I would use this response as my own.,8,,P28,enhance,robotic,10
9,1,1. I am in control of what my avatar says,1,,P28,counter,robotic,12
9,2,2. My avatar is just an instrument in the hands of somebody or something else,7,,P28,counter,robotic,12
9,3,3. My avatar's speech just happen without my intention,7,,P28,counter,robotic,12
9,4,4. I am the author of my avatar's speech,1,,P28,counter,robotic,12
9,5,5. Things my avatar says are subject only to my free will,1,,P28,counter,robotic,12
9,6,6. Nothing my avatar says is actually voluntary,7,,P28,counter,robotic,12
9,7,7. My avatar's behavior is planned by me from the very beginning to the very end,1,,P28,counter,robotic,12
9,8,8. I am completely responsible for everything that results from my avatar's speech,1,,P28,counter,robotic,12
9,9,9. I would use this response as my own.,1,,P28,counter,robotic,12
10,1,1. I am in control of what my avatar says,7,,P28,repeat,robotic,2
10,2,2. My avatar is just an instrument in the hands of somebody or something else,1,,P28,repeat,robotic,2
10,3,3. My avatar's speech just happen without my intention,1,,P28,repeat,robotic,2
10,4,4. I am the author of my avatar's speech,7,,P28,repeat,robotic,2
10,5,5. Things my avatar says are subject only to my free will,6,,P28,repeat,robotic,2
10,6,6. Nothing my avatar says is actually voluntary,5,,P28,repeat,robotic,2
10,7,7. My avatar's behavior is planned by me from the very beginning to the very end,6,,P28,repeat,robotic,2
10,8,8. I am completely responsible for everything that results from my avatar's speech,6,,P28,repeat,robotic,2
10,9,9. I would use this response as my own.,10,,P28,repeat,robotic,2
11,1,1. I am in control of what my avatar says,6,,P28,enhance,robotic,4
11,2,2. My avatar is just an instrument in the hands of somebody or something else,4,,P28,enhance,robotic,4
11,3,3. My avatar's speech just happen without my intention,5,,P28,enhance,robotic,4
11,4,4. I am the author of my avatar's speech,6,,P28,enhance,robotic,4
11,5,5. Things my avatar says are subject only to my free will,1,,P28,enhance,robotic,4
11,6,6. Nothing my avatar says is actually voluntary,3,,P28,enhance,robotic,4
11,7,7. My avatar's behavior is planned by me from the very beginning to the very end,3,,P28,enhance,robotic,4
11,8,8. I am completely responsible for everything that results from my avatar's speech,3,,P28,enhance,robotic,4
11,9,9. I would use this response as my own.,10,,P28,enhance,robotic,4
12,1,1. I am in control of what my avatar says,3,,P28,counter,robotic,6
12,2,2. My avatar is just an instrument in the hands of somebody or something else,3,,P28,counter,robotic,6
12,3,3. My avatar's speech just happen without my intention,5,,P28,counter,robotic,6
12,4,4. I am the author of my avatar's speech,5,,P28,counter,robotic,6
12,5,5. Things my avatar says are subject only to my free will,1,,P28,counter,robotic,6
12,6,6. Nothing my avatar says is actually voluntary,3,,P28,counter,robotic,6
12,7,7. My avatar's behavior is planned by me from the very beginning to the very end,5,,P28,counter,robotic,6
12,8,8. I am completely responsible for everything that results from my avatar's speech,2,,P28,counter,robotic,6
12,9,9. I would use this response as my own.,10,,P28,counter,robotic,6
1,1,1. I am in control of what my avatar says,6,,P17,enhance,robotic,5
1,2,2. My avatar is just an instrument in the hands of somebody or something else,2,,P17,enhance,robotic,5
1,3,3. My avatar's speech just happen without my intention,2,,P17,enhance,robotic,5
1,4,4. I am the author of my avatar's speech,4,,P17,enhance,robotic,5
1,5,5. Things my avatar says are subject only to my free will,2,,P17,enhance,robotic,5
1,6,6. Nothing my avatar says is actually voluntary,1,,P17,enhance,robotic,5
1,7,7. My avatar's behavior is planned by me from the very beginning to the very end,4,,P17,enhance,robotic,5
1,8,8. I am completely responsible for everything that results from my avatar's speech,5,,P17,enhance,robotic,5
1,9,9. I would use this response as my own.,8,,P17,enhance,robotic,5
2,1,1. I am in control of what my avatar says,7,,P17,repeat,robotic,7
2,2,2. My avatar is just an instrument in the hands of somebody or something else,1,,P17,repeat,robotic,7
2,3,3. My avatar's speech just happen without my intention,1,,P17,repeat,robotic,7
2,4,4. I am the author of my avatar's speech,7,,P17,repeat,robotic,7
2,5,5. Things my avatar says are subject only to my free will,7,,P17,repeat,robotic,7
2,6,6. Nothing my avatar says is actually voluntary,1,,P17,repeat,robotic,7
2,7,7. My avatar's behavior is planned by me from the very beginning to the very end,5,,P17,repeat,robotic,7
2,8,8. I am completely responsible for everything that results from my avatar's speech,6,,P17,repeat,robotic,7
2,9,9. I would use this response as my own.,10,,P17,repeat,robotic,7
3,1,1. I am in control of what my avatar says,1,,P17,counter,robotic,9
3,2,2. My avatar is just an instrument in the hands of somebody or something else,6,,P17,counter,robotic,9
3,3,3. My avatar's speech just happen without my intention,4,,P17,counter,robotic,9
3,4,4. I am the author of my avatar's speech,2,,P17,counter,robotic,9
3,5,5. Things my avatar says are subject only to my free will,1,,P17,counter,robotic,9
3,6,6. Nothing my avatar says is actually voluntary,3,,P17,counter,robotic,9
3,7,7. My avatar's behavior is planned by me from the very beginning to the very end,2,,P17,counter,robotic,9
3,8,8. I am completely responsible for everything that results from my avatar's speech,3,,P17,counter,robotic,9
3,9,9. I would use this response as my own.,1,,P17,counter,robotic,9
5,1,1. I am in control of what my avatar says,6,,P17,repeat,robotic,1
5,2,2. My avatar is just an instrument in the hands of somebody or something else,5,,P17,repeat,robotic,1
5,3,3. My avatar's speech just happen without my intention,1,,P17,repeat,robotic,1
5,4,4. I am the author of my avatar's speech,6,,P17,repeat,robotic,1
5,5,5. Things my avatar says are subject only to my free will,5,,P17,repeat,robotic,1
5,6,6. Nothing my avatar says is actually voluntary,3,,P17,repeat,robotic,1
5,7,7. My avatar's behavior is planned by me from the very beginning to the very end,4,,P17,repeat,robotic,1
5,8,8. I am completely responsible for everything that results from my avatar's speech,3,,P17,repeat,robotic,1
5,9,9. I would use this response as my own.,9,,P17,repeat,robotic,1
6,1,1. I am in control of what my avatar says,2,,P17,counter,robotic,3
6,2,2. My avatar is just an instrument in the hands of somebody or something else,5,,P17,counter,robotic,3
6,3,3. My avatar's speech just happen without my intention,5,,P17,counter,robotic,3
6,4,4. I am the author of my avatar's speech,3,,P17,counter,robotic,3
6,5,5. Things my avatar says are subject only to my free will,2,,P17,counter,robotic,3
6,6,6. Nothing my avatar says is actually voluntary,2,,P17,counter,robotic,3
6,7,7. My avatar's behavior is planned by me from the very beginning to the very end,3,,P17,counter,robotic,3
6,8,8. I am completely responsible for everything that results from my avatar's speech,4,,P17,counter,robotic,3
6,9,9. I would use this response as my own.,1,,P17,counter,robotic,3
7,1,1. I am in control of what my avatar says,1,,P17,counter,clone,6
7,2,2. My avatar is just an instrument in the hands of somebody or something else,6,,P17,counter,clone,6
7,3,3. My avatar's speech just happen without my intention,5,,P17,counter,clone,6
7,4,4. I am the author of my avatar's speech,2,,P17,counter,clone,6
7,5,5. Things my avatar says are subject only to my free will,2,,P17,counter,clone,6
7,6,6. Nothing my avatar says is actually voluntary,4,,P17,counter,clone,6
7,7,7. My avatar's behavior is planned by me from the very beginning to the very end,3,,P17,counter,clone,6
7,8,8. I am completely responsible for everything that results from my avatar's speech,1,,P17,counter,clone,6
7,9,9. I would use this response as my own.,1,,P17,counter,clone,6
8,1,1. I am in control of what my avatar says,6,,P17,repeat,clone,8
8,2,2. My avatar is just an instrument in the hands of somebody or something else,3,,P17,repeat,clone,8
8,3,3. My avatar's speech just happen without my intention,4,,P17,repeat,clone,8
8,4,4. I am the author of my avatar's speech,7,,P17,repeat,clone,8
8,5,5. Things my avatar says are subject only to my free will,4,,P17,repeat,clone,8
8,6,6. Nothing my avatar says is actually voluntary,4,,P17,repeat,clone,8
8,7,7. My avatar's behavior is planned by me from the very beginning to the very end,4,,P17,repeat,clone,8
8,8,8. I am completely responsible for everything that results from my avatar's speech,5,,P17,repeat,clone,8
8,9,9. I would use this response as my own.,9,,P17,repeat,clone,8
9,1,1. I am in control of what my avatar says,6,,P17,enhance,clone,10
9,2,2. My avatar is just an instrument in the hands of somebody or something else,3,,P17,enhance,clone,10
9,3,3. My avatar's speech just happen without my intention,2,,P17,enhance,clone,10
9,4,4. I am the author of my avatar's speech,5,,P17,enhance,clone,10
9,5,5. Things my avatar says are subject only to my free will,4,,P17,enhance,clone,10
9,6,6. Nothing my avatar says is actually voluntary,3,,P17,enhance,clone,10
9,7,7. My avatar's behavior is planned by me from the very beginning to the very end,5,,P17,enhance,clone,10
9,8,8. I am completely responsible for everything that results from my avatar's speech,4,,P17,enhance,clone,10
9,9,9. I would use this response as my own.,9,,P17,enhance,clone,10
10,1,1. I am in control of what my avatar says,1,,P17,counter,clone,12
10,2,2. My avatar is just an instrument in the hands of somebody or something else,6,,P17,counter,clone,12
10,3,3. My avatar's speech just happen without my intention,3,,P17,counter,clone,12
10,4,4. I am the author of my avatar's speech,1,,P17,counter,clone,12
10,5,5. Things my avatar says are subject only to my free will,2,,P17,counter,clone,12
10,6,6. Nothing my avatar says is actually voluntary,5,,P17,counter,clone,12
10,7,7. My avatar's behavior is planned by me from the very beginning to the very end,2,,P17,counter,clone,12
10,8,8. I am completely responsible for everything that results from my avatar's speech,1,,P17,counter,clone,12
10,9,9. I would use this response as my own.,1,,P17,counter,clone,12
11,1,1. I am in control of what my avatar says,7,,P17,repeat,clone,2
11,2,2. My avatar is just an instrument in the hands of somebody or something else,2,,P17,repeat,clone,2
11,3,3. My avatar's speech just happen without my intention,1,,P17,repeat,clone,2
11,4,4. I am the author of my avatar's speech,6,,P17,repeat,clone,2
11,5,5. Things my avatar says are subject only to my free will,3,,P17,repeat,clone,2
11,6,6. Nothing my avatar says is actually voluntary,2,,P17,repeat,clone,2
